transaction_id,customer_id,product_id,store_id,transaction_date,year,month,quarter,day_of_week,quantity,unit_price,discount_amount,total_revenue,gross_profit,payment_method,channel,order_status,is_returned,delivery_days
TXN001441,CUST04780,PROD0051,ST018,2022-10-19,2022,10,Q4,Wednesday,1,21.89,0.0,0.0,0.0,Credit Card,Online,Cancelled,0,0.0
TXN001442,CUST05861,PROD0023,ST011,2023-05-06,2023,5,Q2,Saturday,3,78.38,23.51,211.63,74.07,Gift Card,In-Store,Completed,0,0.0
TXN001443,CUST02271,PROD0002,ST002,2024-06-17,2024,6,Q2,Monday,4,163.41,32.68,620.96,173.87,Credit Card,In-Store,Completed,0,0.0
TXN001444,CUST05065,PROD0006,ST013,2022-05-01,2022,5,Q2,Sunday,1,151.9,0.0,151.9,42.53,Credit Card,Online,Completed,0,3.0
TXN001445,CUST06691,PROD0005,ST007,2024-05-25,2024,5,Q2,Saturday,1,151.9,0.0,151.9,42.53,Apple Pay,Online,Completed,0,2.0
TXN001446,CUST04252,PROD0059,ST002,2022-10-24,2022,10,Q4,Monday,2,21.98,0.0,43.96,9.67,Debit Card,Mobile App,Completed,0,2.0
TXN001447,CUST04108,PROD0059,ST014,2024-10-02,2024,10,Q4,Wednesday,1,21.98,0.0,0.0,0.0,Apple Pay,Online,Returned,1,3.0
TXN001448,CUST05371,PROD0032,ST010,2024-11-03,2024,11,Q4,Sunday,2,61.34,0.0,133.0,63.79,Debit Card,Online,Completed,0,2.0
TXN001449,CUST07077,PROD0019,ST009,2022-12-08,2022,12,Q4,Thursday,1,23.22,2.32,22.28,9.4,PayPal,Online,Completed,0,2.0
TXN001450,CUST05462,PROD0020,ST012,2022-07-07,2022,7,Q3,Thursday,2,5.57,0.56,10.58,4.76,Apple Pay,In-Store,Completed,0,3.0
TXN001451,CUST06329,PROD0057,ST002,2023-10-11,2023,10,Q4,Wednesday,1,7.93,0.4,7.53,1.66,Credit Card,In-Store,Completed,0,3.0
TXN001452,CUST03935,PROD0058,ST003,2024-04-06,2024,4,Q2,Saturday,1,14.29,1.43,0.0,0.0,Debit Card,In-Store,Cancelled,0,0.0
TXN001453,CUST07377,PROD0049,ST020,2022-02-19,2022,2,Q1,Saturday,3,80.46,0.0,0.0,0.0,PayPal,In-Store,Returned,1,2.0
TXN001454,CUST02557,PROD0044,ST005,2022-08-12,2022,8,Q3,Friday,1,51.45,2.57,48.88,18.57,Credit Card,In-Store,Completed,0,0.0
TXN001455,CUST02360,PROD0053,ST004,2023-04-19,2023,4,Q2,Wednesday,2,9.88,0.0,19.76,4.35,Google Pay,In-Store,Completed,0,2.0
TXN001456,CUST04038,PROD0025,ST013,2024-01-30,2024,1,Q1,Tuesday,1,47.78,0.0,40.07,16.72,Credit Card,In-Store,Completed,0,3.0
TXN001457,CUST07428,PROD0004,ST019,2024-08-14,2024,8,Q3,Wednesday,3,362.76,108.83,979.45,274.25,Credit Card,Mobile App,Completed,0,7.0
TXN001458,CUST00396,PROD0009,ST016,2023-07-29,2023,7,Q3,Saturday,1,123.66,0.0,0.0,0.0,Debit Card,In-Store,Returned,1,0.0
TXN001459,CUST02322,PROD0011,ST015,2022-12-14,2022,12,Q4,Wednesday,4,38.78,7.76,169.59,66.31,Debit Card,In-Store,Completed,0,1.0
TXN001460,CUST05557,PROD0051,ST008,2024-01-21,2024,1,Q1,Sunday,1,21.89,2.19,16.42,4.33,PayPal,Online,Completed,0,2.0
TXN001461,CUST05740,PROD0011,ST020,2024-07-19,2024,7,Q3,Friday,1,38.78,3.88,0.0,0.0,PayPal,Mobile App,Cancelled,0,3.0
TXN001462,CUST03788,PROD0008,ST010,2022-01-17,2022,1,Q1,Monday,1,272.09,0.0,0.0,0.0,Google Pay,Online,Returned,1,0.0
TXN001463,CUST01336,PROD0056,ST010,2024-07-24,2024,7,Q3,Wednesday,3,29.18,0.0,0.0,0.0,Debit Card,In-Store,Cancelled,0,1.0
TXN001464,CUST02215,PROD0015,ST009,2024-11-14,2024,11,Q4,Thursday,1,1.99,0.1,2.0,0.85,Credit Card,Online,Completed,0,7.0
TXN001465,CUST00453,PROD0054,ST017,2023-03-25,2023,3,Q1,Saturday,1,25.34,3.8,21.54,4.74,Apple Pay,Online,Completed,0,3.0
TXN001466,CUST07394,PROD0010,ST010,2022-02-05,2022,2,Q1,Saturday,2,245.11,49.02,441.2,123.54,PayPal,Online,Completed,0,2.0
TXN001467,CUST03050,PROD0071,ST019,2024-03-07,2024,3,Q1,Thursday,1,44.03,2.2,0.0,0.0,Debit Card,Online,Cancelled,0,2.0
TXN001468,CUST00540,PROD0021,ST002,2024-05-22,2024,5,Q2,Wednesday,1,148.28,22.24,126.04,44.11,Google Pay,In-Store,Completed,0,1.0
TXN001469,CUST07215,PROD0050,ST014,2023-12-30,2023,12,Q4,Saturday,3,1.99,0.0,7.16,2.27,Credit Card,Mobile App,Completed,0,2.0
TXN001470,CUST07467,PROD0013,ST007,2022-01-30,2022,1,Q1,Sunday,2,63.47,0.0,116.23,57.12,Credit Card,In-Store,Completed,0,2.0
TXN001471,CUST06210,PROD0058,ST011,2023-07-03,2023,7,Q3,Monday,1,14.29,0.0,14.29,3.14,PayPal,In-Store,Completed,0,2.0
TXN001472,CUST07831,PROD0057,ST001,2024-02-19,2024,2,Q1,Monday,1,7.93,0.79,7.14,1.57,Debit Card,Online,Completed,0,2.0
TXN001473,CUST04860,PROD0005,ST007,2024-06-26,2024,6,Q2,Wednesday,2,151.9,0.0,303.8,85.06,Google Pay,In-Store,Completed,0,3.0
TXN001474,CUST05953,PROD0011,ST003,2023-04-15,2023,4,Q2,Saturday,2,38.78,0.0,77.56,34.9,Apple Pay,In-Store,Completed,0,5.0
TXN001475,CUST04849,PROD0009,ST019,2024-08-02,2024,8,Q3,Friday,1,123.66,6.18,117.48,32.89,Credit Card,In-Store,Completed,0,3.0
TXN001476,CUST00016,PROD0016,ST009,2024-03-31,2024,3,Q1,Sunday,2,35.32,0.0,70.64,31.79,Credit Card,In-Store,Completed,0,7.0
TXN001477,CUST03118,PROD0053,ST009,2023-09-23,2023,9,Q3,Saturday,2,9.88,0.99,0.0,0.0,Debit Card,Online,Returned,1,5.0
TXN001478,CUST07993,PROD0048,ST016,2023-11-25,2023,11,Q4,Saturday,4,112.57,0.0,0.0,0.0,Credit Card,Mobile App,Cancelled,0,5.0
TXN001479,CUST07098,PROD0027,ST017,2022-08-13,2022,8,Q3,Saturday,1,17.45,1.74,15.71,5.5,Google Pay,In-Store,Completed,0,0.0
TXN001480,CUST00859,PROD0028,ST009,2022-01-04,2022,1,Q1,Tuesday,2,93.78,9.38,165.01,62.36,Credit Card,In-Store,Completed,0,2.0
TXN001481,CUST07917,PROD0070,ST020,2022-01-31,2022,1,Q1,Monday,3,18.87,0.0,0.0,0.0,PayPal,Mobile App,Returned,1,3.0
TXN001482,CUST05192,PROD0056,ST010,2022-09-11,2022,9,Q3,Sunday,3,29.18,0.0,0.0,0.0,PayPal,In-Store,Cancelled,0,2.0
TXN001483,CUST06256,PROD0068,ST011,2023-04-25,2023,4,Q2,Tuesday,3,25.04,3.76,71.36,28.54,Debit Card,Online,Completed,0,2.0
TXN001484,CUST03416,PROD0006,ST006,2024-11-12,2024,11,Q4,Tuesday,1,151.9,7.6,151.54,40.4,Apple Pay,In-Store,Completed,0,0.0
TXN001485,CUST04321,PROD0014,ST003,2023-08-06,2023,8,Q3,Sunday,1,1.99,0.1,0.0,0.0,Credit Card,In-Store,Returned,1,0.0
TXN001486,CUST00416,PROD0011,ST003,2022-05-06,2022,5,Q2,Friday,2,38.78,7.76,69.8,31.41,Credit Card,In-Store,Completed,0,0.0
TXN001487,CUST00305,PROD0019,ST011,2023-11-13,2023,11,Q4,Monday,5,23.22,0.0,0.0,0.0,Credit Card,Mobile App,Returned,1,3.0
TXN001488,CUST05018,PROD0037,ST019,2024-02-13,2024,2,Q1,Tuesday,1,31.76,4.76,27.0,14.04,PayPal,Online,Completed,0,3.0
TXN001489,CUST00037,PROD0057,ST006,2024-08-30,2024,8,Q3,Friday,1,7.93,0.0,7.93,1.74,Google Pay,In-Store,Completed,0,1.0
TXN001490,CUST07451,PROD0059,ST003,2023-11-01,2023,11,Q4,Wednesday,3,21.98,0.0,74.13,14.51,Credit Card,In-Store,Completed,0,0.0
TXN001491,CUST00096,PROD0003,ST002,2023-08-18,2023,8,Q3,Friday,3,257.72,0.0,0.0,0.0,Apple Pay,Online,Cancelled,0,0.0
TXN001492,CUST07414,PROD0072,ST011,2024-10-21,2024,10,Q4,Monday,1,73.45,3.67,69.78,29.31,PayPal,In-Store,Completed,0,0.0
TXN001493,CUST02726,PROD0034,ST001,2024-09-19,2024,9,Q3,Thursday,2,8.96,0.9,17.02,8.85,Debit Card,Online,Completed,0,5.0
TXN001494,CUST06308,PROD0064,ST001,2022-09-09,2022,9,Q3,Friday,1,3.04,0.15,2.89,1.16,Debit Card,In-Store,Completed,0,5.0
TXN001495,CUST05586,PROD0020,ST013,2023-03-01,2023,3,Q1,Wednesday,4,5.57,1.11,21.17,9.53,Credit Card,In-Store,Completed,0,0.0
TXN001496,CUST00552,PROD0049,ST012,2024-04-22,2024,4,Q2,Monday,2,80.46,0.0,160.92,61.15,Debit Card,Mobile App,Completed,0,2.0
TXN001497,CUST02386,PROD0043,ST011,2024-05-24,2024,5,Q2,Friday,2,59.8,5.98,113.62,43.18,Credit Card,Online,Completed,0,2.0
TXN001498,CUST04216,PROD0028,ST001,2022-09-01,2022,9,Q3,Thursday,5,93.78,0.0,468.9,164.11,Credit Card,In-Store,Completed,0,2.0
TXN001499,CUST07486,PROD0011,ST020,2024-05-18,2024,5,Q2,Saturday,1,38.78,3.88,0.0,0.0,Credit Card,Online,Returned,1,0.0
TXN001500,CUST07611,PROD0019,ST019,2022-01-06,2022,1,Q1,Thursday,3,23.22,3.48,53.67,29.78,Debit Card,Online,Completed,0,1.0
TXN001501,CUST06071,PROD0033,ST019,2022-05-23,2022,5,Q2,Monday,1,27.76,1.39,0.0,0.0,Debit Card,Online,Returned,1,0.0
TXN001502,CUST05387,PROD0053,ST010,2023-01-06,2023,1,Q1,Friday,5,9.88,2.47,40.2,10.32,Google Pay,Mobile App,Completed,0,2.0
TXN001503,CUST05297,PROD0076,ST013,2023-02-08,2023,2,Q1,Wednesday,1,55.55,0.0,55.55,23.33,Credit Card,Online,Completed,0,2.0
TXN001504,CUST04281,PROD0014,ST006,2023-12-13,2023,12,Q4,Wednesday,1,1.99,0.2,2.0,0.81,Apple Pay,Online,Completed,0,2.0
TXN001505,CUST00549,PROD0032,ST018,2023-05-31,2023,5,Q2,Wednesday,2,61.34,12.27,0.0,0.0,Credit Card,Online,Cancelled,0,2.0
TXN001506,CUST07177,PROD0069,ST016,2023-10-04,2023,10,Q4,Wednesday,3,44.04,6.61,0.0,0.0,Credit Card,In-Store,Returned,1,0.0
TXN001507,CUST06090,PROD0076,ST010,2023-08-13,2023,8,Q3,Sunday,1,55.55,2.78,52.77,22.16,Debit Card,In-Store,Completed,0,7.0
TXN001508,CUST02672,PROD0020,ST017,2024-04-19,2024,4,Q2,Friday,1,5.57,0.0,5.57,2.51,Credit Card,Online,Completed,0,2.0
TXN001509,CUST07065,PROD0011,ST009,2023-03-28,2023,3,Q1,Tuesday,1,38.78,1.94,0.0,0.0,Debit Card,Online,Returned,1,3.0
TXN001510,CUST07757,PROD0056,ST007,2024-12-07,2024,12,Q4,Saturday,1,29.18,0.0,34.33,6.42,Credit Card,Online,Completed,0,1.0
TXN001511,CUST06137,PROD0022,ST017,2023-05-03,2023,5,Q2,Wednesday,1,63.71,6.37,57.34,20.07,Google Pay,Mobile App,Completed,0,2.0
TXN001512,CUST07875,PROD0043,ST006,2024-11-30,2024,11,Q4,Saturday,3,59.8,0.0,190.81,68.17,Debit Card,Online,Completed,0,1.0
TXN001513,CUST03025,PROD0066,ST005,2023-05-14,2023,5,Q2,Sunday,2,28.56,0.0,57.12,22.85,Credit Card,In-Store,Completed,0,2.0
TXN001514,CUST05250,PROD0056,ST015,2024-02-08,2024,2,Q1,Thursday,1,29.18,0.0,29.18,6.42,Debit Card,In-Store,Completed,0,3.0
TXN001515,CUST06920,PROD0047,ST016,2022-06-08,2022,6,Q2,Wednesday,5,44.27,11.07,210.28,79.91,Debit Card,In-Store,Completed,0,0.0
TXN001516,CUST07861,PROD0006,ST002,2024-11-21,2024,11,Q4,Thursday,2,151.9,30.38,293.85,76.56,Debit Card,In-Store,Completed,0,3.0
TXN001517,CUST07084,PROD0031,ST018,2024-11-12,2024,11,Q4,Tuesday,3,17.17,0.0,59.65,26.79,Apple Pay,In-Store,Completed,0,7.0
TXN001518,CUST01892,PROD0037,ST001,2023-09-12,2023,9,Q3,Tuesday,1,31.76,1.59,30.17,15.69,Credit Card,Mobile App,Completed,0,1.0
TXN001519,CUST03839,PROD0056,ST005,2022-06-06,2022,6,Q2,Monday,3,29.18,8.75,0.0,0.0,Debit Card,In-Store,Cancelled,0,0.0
TXN001520,CUST00773,PROD0067,ST010,2023-08-07,2023,8,Q3,Monday,2,14.28,0.0,0.0,0.0,Apple Pay,Online,Cancelled,0,0.0
TXN001521,CUST07884,PROD0059,ST016,2024-12-23,2024,12,Q4,Monday,2,21.98,2.2,0.0,0.0,Debit Card,Mobile App,Returned,1,1.0
TXN001522,CUST00549,PROD0021,ST006,2024-03-14,2024,3,Q1,Thursday,4,148.28,59.31,533.81,186.83,Debit Card,Online,Completed,0,2.0
TXN001523,CUST04811,PROD0010,ST020,2024-05-25,2024,5,Q2,Saturday,1,245.11,12.26,232.85,65.2,Credit Card,In-Store,Completed,0,0.0
TXN001524,CUST06981,PROD0008,ST006,2023-10-05,2023,10,Q4,Thursday,1,272.09,13.6,258.49,72.38,Debit Card,In-Store,Completed,0,0.0
TXN001525,CUST02404,PROD0016,ST003,2022-08-04,2022,8,Q3,Thursday,1,35.32,0.0,0.0,0.0,Credit Card,Online,Returned,1,0.0
TXN001526,CUST04955,PROD0027,ST017,2023-12-31,2023,12,Q4,Sunday,1,17.45,0.0,20.45,6.11,Credit Card,Mobile App,Completed,0,2.0
TXN001527,CUST01587,PROD0013,ST012,2023-10-12,2023,10,Q4,Thursday,1,63.47,0.0,63.47,28.56,Apple Pay,In-Store,Completed,0,0.0
TXN001528,CUST05608,PROD0012,ST004,2023-05-28,2023,5,Q2,Sunday,3,38.7,17.42,0.0,0.0,Google Pay,In-Store,Returned,1,3.0
TXN001529,CUST05061,PROD0064,ST001,2023-10-30,2023,10,Q4,Monday,3,3.04,0.0,9.12,3.65,Credit Card,In-Store,Completed,0,2.0
TXN001530,CUST04475,PROD0003,ST010,2023-04-04,2023,4,Q2,Tuesday,1,257.72,12.89,244.83,68.55,Credit Card,In-Store,Completed,0,0.0
TXN001531,CUST06890,PROD0040,ST004,2023-10-26,2023,10,Q4,Thursday,1,31.54,1.58,29.96,15.58,Credit Card,Online,Completed,0,2.0
TXN001532,CUST04827,PROD0029,ST003,2022-06-29,2022,6,Q2,Wednesday,4,44.97,0.0,179.88,62.96,Debit Card,In-Store,Completed,0,5.0
TXN001533,CUST00211,PROD0074,ST010,2023-07-27,2023,7,Q3,Thursday,3,74.12,22.24,200.12,84.05,Debit Card,Online,Completed,0,1.0
TXN001534,CUST05764,PROD0003,ST018,2022-06-25,2022,6,Q2,Saturday,1,257.72,0.0,257.72,72.16,Debit Card,Online,Completed,0,2.0
TXN001535,CUST02240,PROD0036,ST016,2024-09-23,2024,9,Q3,Monday,1,6.02,0.3,5.72,2.97,Credit Card,In-Store,Completed,0,0.0
TXN001536,CUST01355,PROD0059,ST015,2024-07-11,2024,7,Q3,Thursday,1,21.98,1.1,20.88,4.59,Debit Card,Online,Completed,0,2.0
TXN001537,CUST07954,PROD0067,ST018,2022-11-12,2022,11,Q4,Saturday,4,14.28,5.71,57.4,20.56,Credit Card,Online,Completed,0,5.0
TXN001538,CUST07432,PROD0007,ST009,2022-02-26,2022,2,Q1,Saturday,3,369.51,110.85,0.0,0.0,Credit Card,In-Store,Cancelled,0,2.0
TXN001539,CUST03615,PROD0044,ST011,2023-12-03,2023,12,Q4,Sunday,1,51.45,0.0,59.04,19.55,Debit Card,Online,Completed,0,2.0
TXN001540,CUST05625,PROD0047,ST003,2023-03-30,2023,3,Q1,Thursday,1,44.27,0.0,0.0,0.0,Debit Card,Online,Cancelled,0,0.0
TXN001541,CUST04391,PROD0024,ST017,2022-03-11,2022,3,Q1,Friday,2,3.76,0.0,7.52,2.63,PayPal,In-Store,Completed,0,3.0
TXN001542,CUST05831,PROD0049,ST012,2022-02-19,2022,2,Q1,Saturday,1,80.46,0.0,80.46,30.57,Google Pay,Mobile App,Completed,0,2.0
TXN001543,CUST04728,PROD0033,ST020,2024-11-12,2024,11,Q4,Tuesday,1,27.76,2.78,26.27,12.99,Debit Card,Online,Completed,0,1.0
TXN001544,CUST00961,PROD0006,ST011,2023-10-30,2023,10,Q4,Monday,2,151.9,0.0,303.8,85.06,Google Pay,In-Store,Completed,0,0.0
TXN001545,CUST05945,PROD0058,ST003,2022-12-28,2022,12,Q4,Wednesday,1,14.29,0.0,15.03,3.14,Debit Card,In-Store,Completed,0,0.0
TXN001546,CUST07569,PROD0019,ST002,2022-09-22,2022,9,Q3,Thursday,2,23.22,2.32,0.0,0.0,PayPal,In-Store,Cancelled,0,0.0
TXN001547,CUST06856,PROD0002,ST008,2023-06-27,2023,6,Q2,Tuesday,1,163.41,0.0,163.41,45.75,Google Pay,Online,Completed,0,2.0
TXN001548,CUST03779,PROD0011,ST010,2022-04-01,2022,4,Q2,Friday,3,38.78,17.45,98.89,44.5,Debit Card,Online,Completed,0,2.0
TXN001549,CUST02339,PROD0012,ST017,2024-08-17,2024,8,Q3,Saturday,1,38.7,3.87,34.83,15.67,PayPal,Mobile App,Completed,0,3.0
TXN001550,CUST02062,PROD0059,ST017,2022-11-29,2022,11,Q4,Tuesday,1,21.98,1.1,23.94,4.59,Debit Card,Mobile App,Completed,0,5.0
TXN001551,CUST05398,PROD0049,ST001,2022-11-24,2022,11,Q4,Thursday,1,80.46,8.05,85.39,27.52,Debit Card,In-Store,Completed,0,5.0
TXN001552,CUST00056,PROD0053,ST019,2024-07-27,2024,7,Q3,Saturday,2,9.88,0.99,18.77,4.13,Google Pay,Mobile App,Completed,0,2.0
TXN001553,CUST07864,PROD0061,ST009,2023-11-16,2023,11,Q4,Thursday,1,10.21,1.02,10.78,3.68,Debit Card,Mobile App,Completed,0,1.0
TXN001554,CUST01941,PROD0021,ST015,2023-01-24,2023,1,Q1,Tuesday,1,148.28,0.0,128.73,51.9,PayPal,Online,Completed,0,2.0
TXN001555,CUST07161,PROD0057,ST001,2024-09-19,2024,9,Q3,Thursday,2,7.93,0.79,0.0,0.0,Credit Card,In-Store,Returned,1,0.0
TXN001556,CUST07706,PROD0056,ST012,2024-09-02,2024,9,Q3,Monday,2,29.18,0.0,58.36,12.84,Credit Card,In-Store,Completed,0,0.0
TXN001557,CUST00651,PROD0012,ST020,2022-10-08,2022,10,Q4,Saturday,2,38.7,3.87,73.53,33.09,Debit Card,Mobile App,Completed,0,7.0
TXN001558,CUST05640,PROD0024,ST007,2023-03-24,2023,3,Q1,Friday,1,3.76,0.19,3.57,1.25,Debit Card,In-Store,Completed,0,3.0
TXN001559,CUST05447,PROD0017,ST014,2022-10-31,2022,10,Q4,Monday,2,19.55,1.96,37.14,16.71,PayPal,Mobile App,Completed,0,2.0
TXN001560,CUST06993,PROD0026,ST007,2022-10-30,2022,10,Q4,Sunday,1,80.55,0.0,80.55,28.19,Debit Card,Online,Completed,0,3.0
TXN001561,CUST02703,PROD0069,ST011,2023-08-08,2023,8,Q3,Tuesday,1,44.04,0.0,44.04,18.5,Gift Card,Online,Completed,0,2.0
TXN001562,CUST07287,PROD0059,ST015,2022-12-16,2022,12,Q4,Friday,4,21.98,4.4,0.0,0.0,Credit Card,In-Store,Returned,1,0.0
TXN001563,CUST01871,PROD0037,ST013,2023-09-13,2023,9,Q3,Wednesday,1,31.76,1.59,30.17,15.69,Credit Card,In-Store,Completed,0,0.0
TXN001564,CUST06526,PROD0022,ST011,2023-07-16,2023,7,Q3,Sunday,4,63.71,12.74,242.1,84.74,Debit Card,Online,Completed,0,3.0
TXN001565,CUST07415,PROD0039,ST009,2022-10-01,2022,10,Q4,Saturday,1,4.09,0.61,0.0,0.0,Credit Card,Online,Returned,1,0.0
TXN001566,CUST01394,PROD0028,ST017,2024-08-15,2024,8,Q3,Thursday,2,93.78,9.38,178.18,62.36,Apple Pay,Online,Completed,0,2.0
TXN001567,CUST01980,PROD0020,ST005,2023-08-11,2023,8,Q3,Friday,3,5.57,0.0,16.71,7.52,Google Pay,In-Store,Completed,0,2.0
TXN001568,CUST07733,PROD0016,ST006,2022-11-05,2022,11,Q4,Saturday,1,35.32,1.77,0.0,0.0,Credit Card,In-Store,Cancelled,0,3.0
TXN001569,CUST05443,PROD0018,ST001,2024-10-13,2024,10,Q4,Sunday,1,66.0,3.3,62.7,28.22,Debit Card,Online,Completed,0,3.0
TXN001570,CUST01807,PROD0075,ST001,2023-05-28,2023,5,Q2,Sunday,4,1.99,1.19,6.77,2.84,Credit Card,Mobile App,Completed,0,2.0
TXN001571,CUST01200,PROD0006,ST002,2024-06-17,2024,6,Q2,Monday,1,151.9,0.0,151.9,42.53,Debit Card,Online,Completed,0,2.0
TXN001572,CUST03157,PROD0057,ST006,2023-03-13,2023,3,Q1,Monday,1,7.93,0.0,7.93,1.74,PayPal,Mobile App,Completed,0,2.0
TXN001573,CUST00869,PROD0046,ST016,2024-03-02,2024,3,Q1,Saturday,2,32.61,6.52,58.7,22.31,Apple Pay,In-Store,Completed,0,2.0
TXN001574,CUST00744,PROD0023,ST001,2023-11-15,2023,11,Q4,Wednesday,1,78.38,3.92,80.24,26.06,Debit Card,Online,Completed,0,2.0
TXN001575,CUST01027,PROD0006,ST001,2023-10-03,2023,10,Q4,Tuesday,3,151.9,0.0,455.7,127.6,Debit Card,In-Store,Completed,0,3.0
TXN001576,CUST03928,PROD0053,ST005,2024-07-31,2024,7,Q3,Wednesday,1,9.88,0.99,0.0,0.0,Apple Pay,Mobile App,Cancelled,0,3.0
TXN001577,CUST03216,PROD0073,ST007,2023-09-26,2023,9,Q3,Tuesday,1,34.1,1.7,0.0,0.0,Credit Card,In-Store,Cancelled,0,0.0
TXN001578,CUST00106,PROD0032,ST011,2023-07-22,2023,7,Q3,Saturday,1,61.34,3.07,0.0,0.0,Google Pay,In-Store,Returned,1,3.0
TXN001579,CUST05595,PROD0015,ST011,2023-12-21,2023,12,Q4,Thursday,1,1.99,0.3,0.0,0.0,Debit Card,Online,Returned,1,0.0
TXN001580,CUST04096,PROD0014,ST010,2022-01-25,2022,1,Q1,Tuesday,1,1.99,0.2,1.59,0.81,PayPal,Online,Completed,0,2.0
TXN001581,CUST05702,PROD0064,ST001,2024-06-17,2024,6,Q2,Monday,1,3.04,0.0,3.04,1.22,Debit Card,In-Store,Completed,0,0.0
TXN001582,CUST00835,PROD0035,ST002,2024-12-05,2024,12,Q4,Thursday,1,42.81,0.0,0.0,0.0,Debit Card,Online,Cancelled,0,0.0
TXN001583,CUST02372,PROD0029,ST019,2024-01-31,2024,1,Q1,Wednesday,2,44.97,8.99,76.2,28.33,Debit Card,Online,Completed,0,7.0
TXN001584,CUST05683,PROD0033,ST009,2022-03-31,2022,3,Q1,Thursday,1,27.76,1.39,26.37,13.71,Debit Card,Online,Completed,0,1.0
TXN001585,CUST07522,PROD0016,ST018,2022-11-26,2022,11,Q4,Saturday,1,35.32,3.53,37.17,14.31,Debit Card,Online,Completed,0,1.0
TXN001586,CUST01390,PROD0072,ST016,2024-07-09,2024,7,Q3,Tuesday,1,73.45,7.35,66.1,27.76,Credit Card,Online,Completed,0,2.0
TXN001587,CUST00483,PROD0005,ST017,2023-11-23,2023,11,Q4,Thursday,1,151.9,0.0,178.52,42.53,Debit Card,In-Store,Completed,0,1.0
TXN001588,CUST03380,PROD0054,ST020,2023-10-09,2023,10,Q4,Monday,2,25.34,0.0,50.68,11.15,Credit Card,In-Store,Completed,0,0.0
TXN001589,CUST04782,PROD0020,ST014,2022-04-28,2022,4,Q2,Thursday,3,5.57,0.0,16.71,7.52,PayPal,Online,Completed,0,2.0
TXN001590,CUST07044,PROD0041,ST006,2024-09-09,2024,9,Q3,Monday,1,98.23,9.82,0.0,0.0,Debit Card,Online,Cancelled,0,5.0
TXN001591,CUST01531,PROD0058,ST012,2024-11-07,2024,11,Q4,Thursday,1,14.29,0.71,15.1,2.99,Debit Card,Online,Completed,0,3.0
TXN001592,CUST03168,PROD0032,ST012,2023-10-22,2023,10,Q4,Sunday,2,61.34,0.0,0.0,0.0,Debit Card,In-Store,Returned,1,2.0
TXN001593,CUST01951,PROD0051,ST012,2022-12-01,2022,12,Q4,Thursday,2,21.89,6.57,0.0,0.0,PayPal,Mobile App,Cancelled,0,2.0
TXN001594,CUST05807,PROD0009,ST005,2023-06-05,2023,6,Q2,Monday,1,123.66,0.0,123.66,34.62,Debit Card,In-Store,Completed,0,0.0
TXN001595,CUST01182,PROD0050,ST007,2022-06-16,2022,6,Q2,Thursday,1,1.99,0.0,1.99,0.76,Debit Card,In-Store,Completed,0,1.0
TXN001596,CUST00235,PROD0007,ST013,2023-02-09,2023,2,Q1,Thursday,1,369.51,55.43,0.0,0.0,Credit Card,Mobile App,Cancelled,0,5.0
TXN001597,CUST06994,PROD0055,ST010,2023-05-30,2023,5,Q2,Tuesday,1,30.37,3.04,27.33,6.01,PayPal,In-Store,Completed,0,2.0
TXN001598,CUST05552,PROD0037,ST002,2022-07-10,2022,7,Q3,Sunday,1,31.76,3.18,0.0,0.0,Credit Card,In-Store,Cancelled,0,2.0
TXN001599,CUST01893,PROD0020,ST015,2023-06-21,2023,6,Q2,Wednesday,3,5.57,0.84,15.87,7.14,Debit Card,Mobile App,Completed,0,2.0
TXN001600,CUST01663,PROD0009,ST013,2024-01-15,2024,1,Q1,Monday,1,123.66,0.0,103.37,34.62,Credit Card,In-Store,Completed,0,0.0
TXN001601,CUST04381,PROD0059,ST003,2023-10-12,2023,10,Q4,Thursday,1,21.98,3.3,18.68,4.11,Debit Card,Online,Completed,0,2.0
TXN001602,CUST03669,PROD0055,ST017,2022-04-18,2022,4,Q2,Monday,2,30.37,3.04,57.7,12.69,Credit Card,Online,Completed,0,2.0
TXN001603,CUST04081,PROD0003,ST017,2022-11-09,2022,11,Q4,Wednesday,2,257.72,77.32,518.62,122.67,Credit Card,Mobile App,Completed,0,1.0
TXN001604,CUST00392,PROD0062,ST006,2024-11-02,2024,11,Q4,Saturday,2,13.14,0.0,28.74,10.51,Credit Card,Online,Completed,0,2.0
TXN001605,CUST02912,PROD0069,ST005,2022-12-09,2022,12,Q4,Friday,1,44.04,0.0,0.0,0.0,Debit Card,In-Store,Cancelled,0,0.0
TXN001606,CUST02890,PROD0006,ST008,2024-09-30,2024,9,Q3,Monday,2,151.9,0.0,303.8,85.06,Debit Card,In-Store,Completed,0,0.0
TXN001607,CUST05002,PROD0001,ST008,2022-09-02,2022,9,Q3,Friday,2,239.61,23.96,0.0,0.0,Debit Card,Mobile App,Returned,1,5.0
TXN001608,CUST03215,PROD0009,ST018,2023-05-30,2023,5,Q2,Tuesday,1,123.66,12.37,0.0,0.0,Apple Pay,Mobile App,Cancelled,0,3.0
TXN001609,CUST07552,PROD0008,ST009,2022-08-27,2022,8,Q3,Saturday,1,272.09,27.21,244.88,68.57,Google Pay,Mobile App,Completed,0,2.0
TXN001610,CUST04301,PROD0002,ST015,2023-06-19,2023,6,Q2,Monday,1,163.41,0.0,163.41,45.75,Debit Card,Mobile App,Completed,0,5.0
