customer_id,recency,frequency,monetary,r_score,f_score,m_score,rfm_score,rfm_avg,segment,age_group,gender,region,loyalty_tier,is_active
CUST00788,127,6,647.03,3,2,3,323,2.67,Loyal,45-54,Female,East of England,Platinum,True
CUST00789,56,8,1606.3,3,4,4,344,3.67,Champion,18-24,Prefer not to say,London,Gold,True
CUST00790,124,2,227.82,3,1,1,311,1.67,New Customer,45-54,Male,South West,Platinum,True
CUST00791,525,2,65.32000000000001,1,1,1,111,1.0,Lost,25-34,Prefer not to say,South East,Bronze,False
CUST00792,35,5,394.29,4,2,2,422,2.67,Loyal,18-24,Prefer not to say,South East,Silver,True
CUST00793,130,7,431.14,3,3,2,332,2.67,Loyal,65+,Female,East Midlands,Platinum,True
CUST00794,83,6,278.5,3,2,2,322,2.33,Loyal,18-24,Prefer not to say,West Midlands,Bronze,True
CUST00795,129,4,123.13,3,1,1,311,1.67,New Customer,25-34,Female,West Midlands,Platinum,False
CUST00796,243,3,254.38,2,1,1,211,1.33,Needs Attention,35-44,Male,South East,Silver,True
CUST00797,83,10,1017.05,3,4,4,344,3.67,Champion,35-44,Male,East Midlands,Silver,True
CUST00798,4,5,930.4200000000001,4,2,4,424,3.33,Loyal,55-64,Female,South West,Silver,True
CUST00799,273,5,607.4300000000001,1,2,3,123,2.0,Lost,18-24,Prefer not to say,Yorkshire,Gold,True
CUST00800,31,10,1402.72,4,4,4,444,4.0,Champion,65+,Prefer not to say,North West,Gold,False
CUST00801,10,7,607.95,4,3,3,433,3.33,Champion,35-44,Female,London,Bronze,False
CUST00802,106,4,191.85,3,1,1,311,1.67,New Customer,65+,Male,North West,Bronze,True
CUST00803,138,6,366.21,2,2,2,222,2.0,At Risk,25-34,Male,London,Bronze,True
CUST00804,20,6,343.13,4,2,2,422,2.67,Loyal,65+,Male,London,Bronze,True
CUST00805,436,5,403.68,1,2,2,122,1.67,Lost,65+,Male,Scotland,Silver,True
CUST00806,684,3,831.22,1,1,3,113,1.67,Lost,18-24,Female,North East,Silver,True
CUST00807,208,8,578.17,2,4,3,243,3.0,At Risk,18-24,Prefer not to say,Yorkshire,Platinum,True
CUST00808,193,7,471.90000000000003,2,3,2,232,2.33,At Risk,35-44,Female,North West,Silver,False
CUST00809,118,6,454.07,3,2,2,322,2.33,Loyal,25-34,Male,Scotland,Bronze,False
CUST00810,497,2,44.67,1,1,1,111,1.0,Lost,65+,Male,South East,Bronze,False
CUST00811,85,5,1088.88,3,2,4,324,3.0,Loyal,45-54,Prefer not to say,South East,Bronze,False
CUST00812,214,7,500.05,2,3,2,232,2.33,At Risk,35-44,Prefer not to say,South West,Silver,False
CUST00813,383,4,464.99,1,1,2,112,1.33,Lost,45-54,Female,London,Platinum,True
CUST00814,127,6,745.11,3,2,3,323,2.67,Loyal,25-34,Male,North East,Silver,True
CUST00815,309,6,393.5,1,2,2,122,1.67,Lost,45-54,Prefer not to say,South West,Gold,False
CUST00816,69,4,635.0799999999999,3,1,3,313,2.33,New Customer,65+,Female,East of England,Bronze,True
CUST00817,99,5,681.93,3,2,3,323,2.67,Loyal,65+,Female,North West,Bronze,True
CUST00818,130,5,651.31,3,2,3,323,2.67,Loyal,18-24,Male,South East,Silver,False
CUST00819,70,6,1288.82,3,2,4,324,3.0,Loyal,45-54,Female,North West,Bronze,True
CUST00820,121,5,156.65,3,2,1,321,2.0,Loyal,25-34,Male,South West,Bronze,False
CUST00821,125,4,288.66,3,1,2,312,2.0,New Customer,18-24,Prefer not to say,West Midlands,Silver,False
CUST00822,85,7,1732.36,3,3,4,334,3.33,Champion,18-24,Female,West Midlands,Silver,True
CUST00823,101,1,9.19,3,1,1,311,1.67,New Customer,18-24,Prefer not to say,East of England,Gold,False
CUST00824,572,4,577.9300000000001,1,1,3,113,1.67,Lost,65+,Male,London,Gold,True
CUST00825,596,3,146.21,1,1,1,111,1.0,Lost,45-54,Male,East Midlands,Platinum,True
CUST00826,14,13,1080.1,4,4,4,444,4.0,Champion,45-54,Male,London,Platinum,True
CUST00827,33,4,386.02000000000004,4,1,2,412,2.33,New Customer,18-24,Male,East of England,Gold,True
CUST00828,285,3,592.88,1,1,3,113,1.67,Lost,65+,Prefer not to say,South East,Bronze,True
CUST00829,47,4,301.98,4,1,2,412,2.33,New Customer,55-64,Prefer not to say,Scotland,Silver,True
CUST00830,87,8,1571.94,3,4,4,344,3.67,Champion,45-54,Prefer not to say,South West,Platinum,True
CUST00832,39,7,273.65,4,3,2,432,3.0,Loyal,25-34,Female,North West,Gold,False
CUST00833,21,5,538.97,4,2,3,423,3.0,Loyal,55-64,Female,South West,Bronze,True
CUST00834,44,11,1682.93,4,4,4,444,4.0,Champion,25-34,Male,London,Bronze,True
CUST00835,81,8,359.06,3,4,2,342,3.0,Loyal,18-24,Female,London,Bronze,True
CUST00836,21,5,1589.8700000000001,4,2,4,424,3.33,Loyal,35-44,Male,London,Bronze,True
CUST00838,76,6,1479.1399999999999,3,2,4,324,3.0,Loyal,35-44,Male,South East,Platinum,True
CUST00839,18,5,519.98,4,2,3,423,3.0,Loyal,25-34,Male,London,Gold,True
CUST00840,168,8,1961.95,2,4,4,244,3.33,At Risk,18-24,Prefer not to say,West Midlands,Silver,True
CUST00841,369,5,701.69,1,2,3,123,2.0,Lost,18-24,Prefer not to say,London,Platinum,True
CUST00842,242,5,379.78,2,2,2,222,2.0,At Risk,45-54,Male,London,Bronze,True
CUST00843,32,6,232.57,4,2,1,421,2.33,Loyal,35-44,Female,North West,Silver,False
CUST00844,188,7,442.7,2,3,2,232,2.33,At Risk,65+,Male,North West,Silver,True
CUST00845,46,5,557.3199999999999,4,2,3,423,3.0,Loyal,55-64,Prefer not to say,South West,Gold,True
CUST00846,98,7,260.8,3,3,1,331,2.33,Loyal,18-24,Prefer not to say,South East,Silver,True
CUST00847,78,4,244.6,3,1,1,311,1.67,New Customer,55-64,Prefer not to say,West Midlands,Bronze,True
CUST00848,151,7,739.3100000000001,2,3,3,233,2.67,At Risk,25-34,Male,West Midlands,Bronze,True
CUST00849,95,7,1132.44,3,3,4,334,3.33,Champion,18-24,Prefer not to say,London,Bronze,True
CUST00850,100,5,467.1700000000001,3,2,2,322,2.33,Loyal,35-44,Prefer not to say,London,Silver,True
CUST00851,64,7,700.14,3,3,3,333,3.0,Champion,45-54,Male,London,Gold,True
CUST00852,112,10,500.78999999999996,3,4,2,342,3.0,Loyal,55-64,Female,South East,Gold,True
CUST00853,76,6,317.02,3,2,2,322,2.33,Loyal,45-54,Prefer not to say,London,Bronze,True
CUST00854,57,11,654.26,3,4,3,343,3.33,Champion,65+,Prefer not to say,East Midlands,Silver,True
CUST00855,200,5,470.43,2,2,2,222,2.0,At Risk,18-24,Male,London,Bronze,True
CUST00856,115,5,929.2599999999999,3,2,4,324,3.0,Loyal,45-54,Prefer not to say,London,Bronze,True
CUST00857,90,5,1239.6299999999999,3,2,4,324,3.0,Loyal,45-54,Female,London,Bronze,True
CUST00858,5,6,284.09,4,2,2,422,2.67,Loyal,18-24,Female,East Midlands,Bronze,True
CUST00859,62,9,1160.17,3,4,4,344,3.67,Champion,45-54,Female,Yorkshire,Silver,True
CUST00860,65,5,587.63,3,2,3,323,2.67,Loyal,25-34,Prefer not to say,London,Bronze,True
CUST00861,229,7,1380.3799999999999,2,3,4,234,3.0,At Risk,18-24,Female,West Midlands,Silver,True
CUST00862,95,4,930.98,3,1,4,314,2.67,New Customer,65+,Male,East of England,Bronze,True
CUST00863,94,9,1063.79,3,4,4,344,3.67,Champion,25-34,Female,Yorkshire,Bronze,False
CUST00864,164,3,74.96,2,1,1,211,1.33,Needs Attention,25-34,Prefer not to say,London,Silver,True
CUST00865,143,9,772.6,2,4,3,243,3.0,At Risk,25-34,Prefer not to say,East of England,Gold,True
CUST00866,183,2,150.11,2,1,1,211,1.33,Needs Attention,35-44,Female,South East,Bronze,True
CUST00867,39,6,1310.94,4,2,4,424,3.33,Loyal,55-64,Male,London,Bronze,False
CUST00868,81,2,52.04,3,1,1,311,1.67,New Customer,55-64,Female,North East,Gold,True
CUST00869,152,6,805.02,2,2,3,223,2.33,At Risk,18-24,Prefer not to say,East Midlands,Gold,False
CUST00870,26,5,830.1600000000001,4,2,3,423,3.0,Loyal,65+,Male,North West,Gold,True
CUST00871,37,6,267.5,4,2,1,421,2.33,Loyal,65+,Male,London,Bronze,True
CUST00872,109,4,709.31,3,1,3,313,2.33,New Customer,18-24,Male,North West,Silver,True
CUST00873,69,7,237.17000000000002,3,3,1,331,2.33,Loyal,65+,Female,South East,Silver,True
CUST00874,124,4,344.56000000000006,3,1,2,312,2.0,New Customer,25-34,Female,South West,Bronze,False
CUST00875,287,3,289.98,1,1,2,112,1.33,Lost,45-54,Male,Yorkshire,Silver,True
CUST00876,47,6,281.28,4,2,2,422,2.67,Loyal,45-54,Male,South West,Bronze,False
CUST00877,170,2,673.7900000000001,2,1,3,213,2.0,Needs Attention,45-54,Prefer not to say,Yorkshire,Gold,False
CUST00878,19,7,456.32,4,3,2,432,3.0,Loyal,65+,Female,South West,Bronze,True
CUST00879,57,7,462.08,3,3,2,332,2.67,Loyal,35-44,Male,London,Bronze,True
CUST00880,76,3,102.22,3,1,1,311,1.67,New Customer,18-24,Prefer not to say,East Midlands,Silver,True
CUST00881,28,9,946.51,4,4,4,444,4.0,Champion,35-44,Prefer not to say,South West,Silver,False
CUST00882,189,4,929.76,2,1,4,214,2.33,Needs Attention,18-24,Prefer not to say,Scotland,Bronze,True
CUST00883,139,4,1421.67,2,1,4,214,2.33,Needs Attention,35-44,Female,West Midlands,Gold,True
CUST00884,435,3,769.4100000000001,1,1,3,113,1.67,Lost,35-44,Prefer not to say,East Midlands,Gold,True
CUST00885,235,3,299.41,2,1,2,212,1.67,Needs Attention,18-24,Male,London,Gold,True
CUST00886,960,1,19.76,1,1,1,111,1.0,Lost,55-64,Prefer not to say,East of England,Bronze,True
CUST00887,350,6,620.13,1,2,3,123,2.0,Lost,65+,Female,Yorkshire,Bronze,True
CUST00888,280,7,1258.45,1,3,4,134,2.67,Lost,25-34,Prefer not to say,East of England,Silver,True
CUST00889,200,7,1713.32,2,3,4,234,3.0,At Risk,18-24,Prefer not to say,North West,Bronze,True
CUST00890,303,6,762.68,1,2,3,123,2.0,Lost,35-44,Female,Wales,Bronze,True
CUST00891,102,3,212.61,3,1,1,311,1.67,New Customer,18-24,Female,North East,Bronze,True
CUST00892,32,3,430.90999999999997,4,1,2,412,2.33,New Customer,18-24,Female,East of England,Bronze,False
CUST00893,298,4,1454.73,1,1,4,114,2.0,Lost,65+,Prefer not to say,London,Bronze,True
CUST00894,47,8,652.65,4,4,3,443,3.67,Champion,65+,Female,London,Silver,True
CUST00895,83,9,1060.79,3,4,4,344,3.67,Champion,65+,Female,Yorkshire,Silver,True
CUST00896,5,4,173.16,4,1,1,411,2.0,New Customer,65+,Prefer not to say,London,Platinum,False
CUST00897,176,7,273.58,2,3,2,232,2.33,At Risk,55-64,Male,London,Platinum,False
CUST00898,117,3,42.86,3,1,1,311,1.67,New Customer,65+,Prefer not to say,South West,Gold,True
CUST00899,124,5,333.14,3,2,2,322,2.33,Loyal,35-44,Female,London,Bronze,True
CUST00900,556,2,31.7,1,1,1,111,1.0,Lost,55-64,Male,South East,Bronze,True
CUST00901,202,10,1617.6999999999998,2,4,4,244,3.33,At Risk,55-64,Female,London,Silver,True
CUST00902,266,2,591.14,1,1,3,113,1.67,Lost,35-44,Female,South West,Gold,True
CUST00903,26,6,548.36,4,2,3,423,3.0,Loyal,55-64,Prefer not to say,South West,Bronze,True
CUST00904,84,9,1827.96,3,4,4,344,3.67,Champion,45-54,Male,South West,Bronze,True
CUST00905,421,5,627.74,1,2,3,123,2.0,Lost,55-64,Prefer not to say,North West,Bronze,True
CUST00906,1060,1,69.8,1,1,1,111,1.0,Lost,35-44,Prefer not to say,Wales,Gold,False
CUST00907,235,4,298.28,2,1,2,212,1.67,Needs Attention,18-24,Female,Scotland,Silver,True
CUST00908,6,5,241.07,4,2,1,421,2.33,Loyal,65+,Female,Wales,Gold,True
CUST00909,314,7,1099.19,1,3,4,134,2.67,Lost,25-34,Prefer not to say,East of England,Bronze,True
CUST00910,212,5,393.89,2,2,2,222,2.0,At Risk,45-54,Male,West Midlands,Platinum,False
CUST00911,50,4,114.02,4,1,1,411,2.0,New Customer,35-44,Male,West Midlands,Bronze,True
CUST00912,160,3,502.71999999999997,2,1,2,212,1.67,Needs Attention,65+,Male,West Midlands,Bronze,True
CUST00913,65,9,770.45,3,4,3,343,3.33,Champion,55-64,Prefer not to say,Yorkshire,Gold,True
CUST00914,94,6,173.42000000000002,3,2,1,321,2.0,Loyal,65+,Female,West Midlands,Bronze,False
CUST00915,31,7,530.46,4,3,3,433,3.33,Champion,65+,Male,London,Bronze,True
CUST00916,96,5,279.66999999999996,3,2,2,322,2.33,Loyal,65+,Prefer not to say,South East,Bronze,True
CUST00917,60,7,556.7900000000001,3,3,3,333,3.0,Champion,35-44,Male,South East,Gold,True
CUST00918,46,8,760.46,4,4,3,443,3.67,Champion,35-44,Prefer not to say,East of England,Bronze,True
CUST00919,576,3,192.12,1,1,1,111,1.0,Lost,55-64,Male,Yorkshire,Bronze,False
CUST00920,255,7,1155.6000000000001,2,3,4,234,3.0,At Risk,65+,Male,Wales,Silver,True
CUST00921,17,9,1899.25,4,4,4,444,4.0,Champion,65+,Prefer not to say,Scotland,Bronze,True
CUST00922,180,4,152.57999999999998,2,1,1,211,1.33,Needs Attention,65+,Prefer not to say,East of England,Bronze,False
CUST00923,118,2,51.050000000000004,3,1,1,311,1.67,New Customer,45-54,Prefer not to say,South West,Bronze,True
CUST00924,207,11,1017.95,2,4,4,244,3.33,At Risk,65+,Female,Scotland,Gold,True
CUST00925,144,2,335.34000000000003,2,1,2,212,1.67,Needs Attention,18-24,Female,South West,Bronze,False
CUST00926,126,8,460.77,3,4,2,342,3.0,Loyal,25-34,Female,North West,Gold,False
CUST00927,1,10,668.3,4,4,3,443,3.67,Champion,65+,Female,East Midlands,Bronze,False
CUST00928,55,6,1021.4,3,2,4,324,3.0,Loyal,25-34,Male,North East,Bronze,True
CUST00929,179,11,485.39,2,4,2,242,2.67,At Risk,65+,Male,East Midlands,Bronze,True
CUST00930,513,9,689.71,1,4,3,143,2.67,Lost,55-64,Prefer not to say,West Midlands,Silver,True
CUST00931,259,5,1033.3700000000001,1,2,4,124,2.33,Lost,65+,Prefer not to say,North West,Silver,True
CUST00932,293,4,129.79,1,1,1,111,1.0,Lost,55-64,Prefer not to say,London,Gold,False
CUST00933,81,7,1015.6500000000001,3,3,4,334,3.33,Champion,45-54,Female,Yorkshire,Bronze,True
CUST00934,71,6,490.57,3,2,2,322,2.33,Loyal,35-44,Prefer not to say,South West,Platinum,True
CUST00935,635,3,239.25,1,1,1,111,1.0,Lost,45-54,Female,East Midlands,Bronze,True
CUST00936,177,3,354.06,2,1,2,212,1.67,Needs Attention,25-34,Prefer not to say,North West,Silver,True
CUST00937,132,3,216.01999999999998,2,1,1,211,1.33,Needs Attention,18-24,Female,London,Silver,True
CUST00938,61,4,100.41,3,1,1,311,1.67,New Customer,45-54,Female,London,Silver,True
CUST00939,256,4,431.72,2,1,2,212,1.67,Needs Attention,45-54,Prefer not to say,London,Silver,True
CUST00940,435,3,56.5,1,1,1,111,1.0,Lost,25-34,Male,South East,Bronze,True
CUST00941,201,6,1247.4,2,2,4,224,2.67,At Risk,25-34,Prefer not to say,East Midlands,Gold,False
CUST00942,139,6,750.51,2,2,3,223,2.33,At Risk,25-34,Male,North East,Silver,False
CUST00943,60,7,379.56,3,3,2,332,2.67,Loyal,18-24,Male,North West,Gold,False
CUST00944,138,7,1416.52,2,3,4,234,3.0,At Risk,35-44,Male,South East,Bronze,True
CUST00945,294,9,583.8,1,4,3,143,2.67,Lost,18-24,Male,North East,Bronze,True
CUST00946,296,6,479.44000000000005,1,2,2,122,1.67,Lost,55-64,Female,Wales,Bronze,True
CUST00947,375,10,503.31,1,4,2,142,2.33,Lost,25-34,Female,South East,Silver,False
CUST00948,130,7,552.07,3,3,3,333,3.0,Champion,65+,Male,North West,Gold,True
CUST00949,303,7,983.09,1,3,4,134,2.67,Lost,55-64,Female,London,Silver,True
CUST00950,342,5,574.04,1,2,3,123,2.0,Lost,55-64,Female,West Midlands,Gold,True
CUST00951,100,7,407.08,3,3,2,332,2.67,Loyal,45-54,Male,South East,Gold,False
CUST00952,31,10,2835.5699999999997,4,4,4,444,4.0,Champion,25-34,Male,South East,Silver,True
CUST00953,101,7,941.1899999999999,3,3,4,334,3.33,Champion,45-54,Female,South West,Bronze,True
CUST00954,17,7,437.34999999999997,4,3,2,432,3.0,Loyal,45-54,Male,South East,Bronze,True
CUST00955,36,5,355.08,4,2,2,422,2.67,Loyal,25-34,Male,London,Bronze,True
CUST00956,439,4,367.97,1,1,2,112,1.33,Lost,35-44,Prefer not to say,North West,Silver,True
CUST00957,191,8,355.68,2,4,2,242,2.67,At Risk,18-24,Female,South East,Bronze,False
CUST00958,233,6,724.1700000000001,2,2,3,223,2.33,At Risk,65+,Prefer not to say,Wales,Platinum,True
CUST00959,288,6,575.94,1,2,3,123,2.0,Lost,25-34,Prefer not to say,East Midlands,Silver,True
CUST00960,213,4,263.77,2,1,1,211,1.33,Needs Attention,35-44,Male,South West,Platinum,True
CUST00961,18,8,1201.93,4,4,4,444,4.0,Champion,25-34,Prefer not to say,North West,Bronze,True
CUST00962,71,8,304.73,3,4,2,342,3.0,Loyal,25-34,Female,South West,Gold,True
CUST00963,113,5,454.2,3,2,2,322,2.33,Loyal,25-34,Female,East Midlands,Gold,False
CUST00964,14,9,333.5,4,4,2,442,3.33,Loyal,55-64,Female,London,Bronze,True
CUST00965,61,5,657.69,3,2,3,323,2.67,Loyal,18-24,Prefer not to say,East Midlands,Bronze,True
CUST00966,3,7,742.82,4,3,3,433,3.33,Champion,35-44,Male,South East,Silver,True
CUST00967,197,4,274.52,2,1,2,212,1.67,Needs Attention,35-44,Female,South West,Platinum,True
CUST00968,81,4,1529.23,3,1,4,314,2.67,New Customer,25-34,Male,North West,Bronze,True
CUST00969,65,9,757.6,3,4,3,343,3.33,Champion,55-64,Prefer not to say,West Midlands,Bronze,False
CUST00970,219,11,980.1800000000001,2,4,4,244,3.33,At Risk,55-64,Male,East of England,Gold,True
CUST00971,271,4,241.26,1,1,1,111,1.0,Lost,35-44,Prefer not to say,North East,Silver,True
CUST00972,385,7,893.0999999999999,1,3,4,134,2.67,Lost,25-34,Male,North East,Silver,True
CUST00973,486,2,204.39000000000001,1,1,1,111,1.0,Lost,45-54,Prefer not to say,Scotland,Bronze,True
CUST00974,119,3,2124.9,3,1,4,314,2.67,New Customer,65+,Prefer not to say,Yorkshire,Bronze,True
CUST00975,26,5,490.53999999999996,4,2,2,422,2.67,Loyal,18-24,Male,East of England,Gold,True
CUST00976,791,2,174.75,1,1,1,111,1.0,Lost,45-54,Male,London,Silver,True
CUST00977,473,6,487.74,1,2,2,122,1.67,Lost,45-54,Male,London,Bronze,True
CUST00978,86,2,65.22,3,1,1,311,1.67,New Customer,45-54,Male,London,Silver,True
CUST00979,98,2,258.61,3,1,1,311,1.67,New Customer,25-34,Male,East Midlands,Bronze,True
CUST00980,126,3,426.51,3,1,2,312,2.0,New Customer,65+,Male,West Midlands,Bronze,True
CUST00981,15,5,570.47,4,2,3,423,3.0,Loyal,45-54,Prefer not to say,London,Silver,True
CUST00982,166,11,845.72,2,4,3,243,3.0,At Risk,55-64,Male,London,Bronze,False
CUST00983,175,7,689.96,2,3,3,233,2.67,At Risk,18-24,Male,South West,Platinum,False
CUST00984,36,3,302.57000000000005,4,1,2,412,2.33,New Customer,18-24,Prefer not to say,London,Bronze,True
CUST00985,24,8,619.86,4,4,3,443,3.67,Champion,55-64,Prefer not to say,London,Bronze,False
CUST00986,327,5,525.79,1,2,3,123,2.0,Lost,18-24,Female,South East,Bronze,True
CUST00987,239,3,146.26000000000002,2,1,1,211,1.33,Needs Attention,18-24,Prefer not to say,North West,Silver,True
CUST00988,64,10,646.03,3,4,3,343,3.33,Champion,55-64,Female,Wales,Bronze,True
CUST00989,12,6,483.92,4,2,2,422,2.67,Loyal,65+,Prefer not to say,London,Bronze,False
CUST00990,218,6,286.89000000000004,2,2,2,222,2.0,At Risk,35-44,Male,East Midlands,Silver,True
CUST00991,66,9,848.9,3,4,3,343,3.33,Champion,25-34,Male,West Midlands,Gold,True
CUST00992,267,3,139.49,1,1,1,111,1.0,Lost,18-24,Male,South West,Bronze,True
CUST00993,13,11,2318.39,4,4,4,444,4.0,Champion,65+,Prefer not to say,Wales,Bronze,True
CUST00994,296,8,270.46,1,4,1,141,2.0,Lost,65+,Female,Yorkshire,Bronze,True
CUST00995,46,6,376.55,4,2,2,422,2.67,Loyal,65+,Prefer not to say,Yorkshire,Silver,True
CUST00996,19,1,36.83,4,1,1,411,2.0,New Customer,18-24,Female,London,Bronze,False
CUST00997,266,6,1010.74,1,2,4,124,2.33,Lost,55-64,Prefer not to say,North West,Platinum,True
CUST00998,427,2,31.2,1,1,1,111,1.0,Lost,25-34,Prefer not to say,London,Bronze,True
CUST00999,476,5,233.38,1,2,1,121,1.33,Lost,35-44,Female,London,Platinum,True
CUST01000,37,4,124.81,4,1,1,411,2.0,New Customer,55-64,Prefer not to say,Yorkshire,Gold,True
CUST01001,28,7,770.7800000000001,4,3,3,433,3.33,Champion,35-44,Prefer not to say,East of England,Silver,True
CUST01002,424,2,61.9,1,1,1,111,1.0,Lost,35-44,Female,East Midlands,Silver,True
CUST01003,132,9,860.76,2,4,3,243,3.0,At Risk,25-34,Male,London,Silver,True
CUST01004,5,5,102.6,4,2,1,421,2.33,Loyal,45-54,Female,South East,Platinum,True
CUST01005,137,8,501.56,2,4,2,242,2.67,At Risk,55-64,Male,London,Bronze,True
CUST01006,49,4,1288.65,4,1,4,414,3.0,New Customer,65+,Prefer not to say,South East,Bronze,False
CUST01007,190,5,1025.05,2,2,4,224,2.67,At Risk,45-54,Male,Scotland,Bronze,True
CUST01008,19,8,259.09,4,4,1,441,3.0,Loyal,55-64,Female,Scotland,Bronze,True
CUST01009,56,8,504.95,3,4,2,342,3.0,Loyal,18-24,Male,West Midlands,Gold,True
CUST01010,235,6,1124.49,2,2,4,224,2.67,At Risk,25-34,Female,South East,Bronze,True
CUST01011,68,10,591.04,3,4,3,343,3.33,Champion,18-24,Prefer not to say,East Midlands,Gold,True
CUST01012,213,8,1657.3899999999999,2,4,4,244,3.33,At Risk,18-24,Male,North West,Bronze,True
CUST01013,164,9,792.41,2,4,3,243,3.0,At Risk,65+,Female,London,Bronze,True
CUST01014,517,6,534.19,1,2,3,123,2.0,Lost,55-64,Male,London,Bronze,True
CUST01015,345,5,193.68,1,2,1,121,1.33,Lost,45-54,Prefer not to say,North East,Bronze,True
CUST01016,65,6,1272.33,3,2,4,324,3.0,Loyal,35-44,Male,South East,Silver,True
CUST01017,230,4,367.42999999999995,2,1,2,212,1.67,Needs Attention,18-24,Female,Yorkshire,Bronze,True
CUST01018,157,7,330.65,2,3,2,232,2.33,At Risk,55-64,Prefer not to say,Wales,Gold,True
CUST01019,33,7,332.88,4,3,2,432,3.0,Loyal,35-44,Prefer not to say,North East,Platinum,False
CUST01020,176,4,1048.46,2,1,4,214,2.33,Needs Attention,55-64,Male,Wales,Gold,True
CUST01021,19,3,187.06,4,1,1,411,2.0,New Customer,18-24,Prefer not to say,London,Silver,True
CUST01022,180,6,224.15,2,2,1,221,1.67,At Risk,65+,Male,London,Silver,True
CUST01023,65,5,831.59,3,2,3,323,2.67,Loyal,65+,Female,South East,Silver,True
CUST01024,293,7,1336.9599999999998,1,3,4,134,2.67,Lost,35-44,Prefer not to say,London,Bronze,True
CUST01025,309,6,171.49,1,2,1,121,1.33,Lost,65+,Prefer not to say,Wales,Silver,False
CUST01026,303,5,575.21,1,2,3,123,2.0,Lost,25-34,Male,Yorkshire,Silver,True
CUST01027,46,7,952.59,4,3,4,434,3.67,Champion,35-44,Female,Yorkshire,Bronze,True
CUST01028,409,5,420.71999999999997,1,2,2,122,1.67,Lost,55-64,Prefer not to say,Yorkshire,Bronze,False
CUST01029,114,7,856.72,3,3,3,333,3.0,Champion,45-54,Prefer not to say,Yorkshire,Silver,True
CUST01030,45,9,527.21,4,4,3,443,3.67,Champion,35-44,Male,London,Bronze,True
CUST01031,400,4,189.60000000000002,1,1,1,111,1.0,Lost,35-44,Female,East Midlands,Bronze,True
CUST01032,186,4,297.54,2,1,2,212,1.67,Needs Attention,35-44,Female,North West,Platinum,True
CUST01033,617,6,457.51,1,2,2,122,1.67,Lost,45-54,Male,East of England,Silver,True
CUST01034,2,5,760.1300000000001,4,2,3,423,3.0,Loyal,65+,Female,London,Bronze,True
CUST01035,651,3,196.79,1,1,1,111,1.0,Lost,65+,Prefer not to say,East of England,Gold,True
CUST01036,331,5,1200.6200000000001,1,2,4,124,2.33,Lost,25-34,Prefer not to say,London,Silver,True
CUST01037,510,3,189.52,1,1,1,111,1.0,Lost,65+,Female,South East,Gold,False
CUST01038,137,6,997.4200000000001,2,2,4,224,2.67,At Risk,45-54,Prefer not to say,East of England,Bronze,True
CUST01039,67,8,192.01,3,4,1,341,2.67,Loyal,65+,Male,Yorkshire,Silver,True
CUST01040,179,6,277.98,2,2,2,222,2.0,At Risk,45-54,Prefer not to say,London,Bronze,True
CUST01041,126,11,1311.2,3,4,4,344,3.67,Champion,65+,Male,Yorkshire,Bronze,True
CUST01042,128,4,582.9399999999999,3,1,3,313,2.33,New Customer,45-54,Prefer not to say,North West,Gold,True
CUST01043,332,7,987.3,1,3,4,134,2.67,Lost,18-24,Prefer not to say,West Midlands,Silver,True
CUST01044,306,4,316.03000000000003,1,1,2,112,1.33,Lost,18-24,Male,South West,Bronze,True
CUST01045,109,3,332.97,3,1,2,312,2.0,New Customer,65+,Female,South East,Silver,True
CUST01046,192,3,164.5,2,1,1,211,1.33,Needs Attention,45-54,Prefer not to say,West Midlands,Silver,True
CUST01047,83,9,642.33,3,4,3,343,3.33,Champion,65+,Prefer not to say,London,Silver,True
CUST01048,32,4,386.48,4,1,2,412,2.33,New Customer,55-64,Male,London,Bronze,True
CUST01049,167,8,1606.36,2,4,4,244,3.33,At Risk,55-64,Prefer not to say,North West,Silver,True
CUST01050,434,4,473.42999999999995,1,1,2,112,1.33,Lost,65+,Male,London,Silver,True
CUST01051,99,7,702.21,3,3,3,333,3.0,Champion,18-24,Male,East Midlands,Silver,True
CUST01052,297,3,87.73,1,1,1,111,1.0,Lost,18-24,Prefer not to say,South East,Platinum,True
CUST01053,86,9,1953.16,3,4,4,344,3.67,Champion,35-44,Male,Scotland,Silver,True
CUST01054,99,2,63.849999999999994,3,1,1,311,1.67,New Customer,65+,Female,East of England,Platinum,True
CUST01055,100,6,481.1499999999999,3,2,2,322,2.33,Loyal,65+,Male,South East,Bronze,False
CUST01056,77,4,76.19,3,1,1,311,1.67,New Customer,55-64,Female,South East,Silver,True
CUST01057,70,8,449.42,3,4,2,342,3.0,Loyal,65+,Male,South West,Bronze,True
CUST01058,45,7,979.66,4,3,4,434,3.67,Champion,18-24,Prefer not to say,Yorkshire,Platinum,True
CUST01059,94,6,383.24,3,2,2,322,2.33,Loyal,25-34,Female,Wales,Bronze,False
CUST01060,123,9,243.11,3,4,1,341,2.67,Loyal,18-24,Prefer not to say,London,Silver,True
CUST01061,84,5,254.81,3,2,1,321,2.0,Loyal,35-44,Male,North West,Bronze,True
CUST01062,356,11,1165.1299999999999,1,4,4,144,3.0,Lost,18-24,Male,East of England,Gold,True
CUST01063,30,6,200.1,4,2,1,421,2.33,Loyal,55-64,Male,North East,Bronze,True
